onset	duration	nwb_table	angle	cycles_per_second	cycles_per_degree	amplitude	movie_number
0.0	166.9056	epochs					
1.9924000000028173	2.0086999999984982	trials	315.0	1.0	0.05	1.0	0.0
5.993399999999383	1.9841000000014901	trials	180.0	1.0	0.05	1.0	0.0
9.994399999995949	1.9842000000062399	trials	225.0	1.0	0.05	1.0	0.0
13.99550000000454	2.000499999994645	trials	270.0	1.0	0.05	1.0	0.0
17.996500000001106	2.0005999999993946	trials	225.0	1.0	0.05	1.0	0.0
21.99760000000242	2.000499999994645	trials	225.0	1.0	0.05	1.0	0.0
25.99869999999646	2.000500000001921	trials	180.0	1.0	0.05	1.0	0.0
29.999799999997776	1.9923000000053435	trials	90.0	1.0	0.05	1.0	0.0
34.00089999999909	1.9922999999980675	trials	270.0	1.0	0.05	1.0	0.0
38.00200000000041	1.9922999999980675	trials	360.0	1.0	0.05	1.0	0.0
42.00310000000172	1.9922999999980675	trials	270.0	1.0	0.05	1.0	0.0
46.00419999999576	1.9924000000028173	trials	270.0	1.0	0.05	1.0	0.0
50.005300000004354	1.9923999999955413	trials	135.0	1.0	0.05	1.0	0.0
54.00650000000314	1.9922999999980675	trials	90.0	1.0	0.05	1.0	0.0
58.00759999999718	1.9842000000062399	trials	180.0	1.0	0.05	1.0	0.0
62.0086999999985	1.984199999998964	trials	90.0	1.0	0.05	1.0	0.0
66.00989999999729	1.984199999998964	trials	45.0	1.0	0.05	1.0	0.0
70.01110000000335	2.000499999994645	trials	315.0	1.0	0.05	1.0	0.0
74.01219999999739	2.0005999999993946	trials	360.0	1.0	0.05	1.0	0.0
78.01339999999618	2.0005999999993946	trials	270.0	1.0	0.05	1.0	0.0
82.01460000000225	2.0005999999993946	trials	360.0	1.0	0.05	1.0	0.0
86.01580000000104	1.9923999999955413	trials	315.0	1.0	0.05	1.0	0.0
90.01690000000235	1.9923999999955413	trials	135.0	1.0	0.05	1.0	0.0
94.01810000000114	1.9924000000028173	trials	135.0	1.0	0.05	1.0	0.0
98.01929999999993	1.9924000000028173	trials	315.0	1.0	0.05	1.0	0.0
102.02049999999872	1.9924000000028173	trials	360.0	1.0	0.05	1.0	0.0
106.02169999999751	1.9924000000028173	trials	225.0	1.0	0.05	1.0	0.0
110.0228999999963	1.9843000000037136	trials	180.0	1.0	0.05	1.0	0.0
114.02419999999984	1.984199999998964	trials	360.0	1.0	0.05	1.0	0.0
118.02539999999863	1.984199999998964	trials	45.0	1.0	0.05	1.0	0.0
122.02659999999742	1.9842000000062399	trials	225.0	1.0	0.05	1.0	0.0
126.0277999999962	2.0005999999993946	trials	90.0	1.0	0.05	1.0	0.0
130.02900000000227	2.0006999999968684	trials	135.0	1.0	0.05	1.0	0.0
134.03029999999853	2.0005999999993946	trials	180.0	1.0	0.05	1.0	0.0
138.03149999999732	1.9924000000028173	trials	45.0	1.0	0.05	1.0	0.0
142.0326999999961	1.9924000000028173	trials	315.0	1.0	0.05	1.0	0.0
146.03399999999965	1.9924000000028173	trials	45.0	1.0	0.05	1.0	0.0
150.03519999999844	1.9924000000028173	trials	135.0	1.0	0.05	1.0	0.0
154.03639999999723	1.992500000000291	trials	90.0	1.0	0.05	1.0	0.0
158.03770000000077	1.9924000000028173	trials	45.0	1.0	0.05	1.0	0.0
187.046	163.85791999999998	epochs					
189.0385000000024	2.0005999999993946	trials	135.0	1.0	0.05	1.0	1.0
193.03970000000118	1.9923999999955413	trials	360.0	1.0	0.05	1.0	1.0
197.0408000000025	1.9923999999955413	trials	90.0	1.0	0.05	1.0	1.0
201.04200000000128	1.9924000000028173	trials	315.0	1.0	0.05	1.0	1.0
205.04320000000007	1.9924000000028173	trials	45.0	1.0	0.05	1.0	1.0
209.04430000000139	1.9923999999955413	trials	360.0	1.0	0.05	1.0	1.0
213.04550000000017	1.9923999999955413	trials	180.0	1.0	0.05	1.0	1.0
217.04669999999896	1.984199999998964	trials	360.0	1.0	0.05	1.0	1.0
