onset	duration	nwb_table	angle	cycles_per_second	cycles_per_degree	amplitude	movie_number
644.830999	173.1264	epochs					
646.8234999999986	2.0089000000007218	trials	315.0	1.0	0.05	1.0	0.0
650.8248000000021	1.9842999999964377	trials	180.0	1.0	0.05	1.0	0.0
654.8260999999984	1.9843000000037136	trials	225.0	1.0	0.05	1.0	0.0
658.8274999999994	1.984199999998964	trials	270.0	1.0	0.05	1.0	0.0
662.828800000003	2.0006999999968684	trials	225.0	1.0	0.05	1.0	0.0
666.8301999999967	2.0006000000066706	trials	225.0	1.0	0.05	1.0	0.0
670.8315000000002	2.0006999999968684	trials	180.0	1.0	0.05	1.0	0.0
674.8329000000012	1.992500000000291	trials	90.0	1.0	0.05	1.0	0.0
678.8343000000023	1.9923999999955413	trials	270.0	1.0	0.05	1.0	0.0
682.8355999999985	1.992500000000291	trials	360.0	1.0	0.05	1.0	0.0
686.8369999999995	1.992500000000291	trials	270.0	1.0	0.05	1.0	0.0
690.8384000000005	1.992500000000291	trials	270.0	1.0	0.05	1.0	0.0
694.8398000000016	1.992500000000291	trials	135.0	1.0	0.05	1.0	0.0
698.8412000000026	1.9842999999964377	trials	90.0	1.0	0.05	1.0	0.0
702.8426000000036	1.9842999999964377	trials	180.0	1.0	0.05	1.0	0.0
706.8441000000021	1.9842999999964377	trials	90.0	1.0	0.05	1.0	0.0
710.8455000000031	2.0006999999968684	trials	45.0	1.0	0.05	1.0	0.0
714.8468999999968	2.0007000000041444	trials	315.0	1.0	0.05	1.0	0.0
718.8482999999978	1.9926000000050408	trials	360.0	1.0	0.05	1.0	0.0
722.8497999999963	1.992500000000291	trials	270.0	1.0	0.05	1.0	0.0
726.8511999999973	1.9926000000050408	trials	360.0	1.0	0.05	1.0	0.0
730.8527000000031	1.992500000000291	trials	315.0	1.0	0.05	1.0	0.0
734.8542000000016	1.992500000000291	trials	135.0	1.0	0.05	1.0	0.0
738.8556000000026	1.992500000000291	trials	135.0	1.0	0.05	1.0	0.0
742.8571000000011	1.9842999999964377	trials	315.0	1.0	0.05	1.0	0.0
