onset	duration	nwb_table	angle	cycles_per_second	cycles_per_degree	amplitude	movie_number
0.0	157.6384	epochs					
1.9003000000011525	2.0018999999956577	trials	315.0	1.0	0.05	1.0	0.0
5.71650000000227	1.9862999999968451	trials	180.0	1.0	0.05	1.0	0.0
9.532700000003388	1.9862999999968451	trials	225.0	1.0	0.05	1.0	0.0
13.34889999999723	1.986300000004121	trials	270.0	1.0	0.05	1.0	0.0
17.165099999998347	1.986300000004121	trials	225.0	1.0	0.05	1.0	0.0
20.981299999999464	1.986300000004121	trials	225.0	1.0	0.05	1.0	0.0
24.797500000000582	1.9862999999968451	trials	180.0	1.0	0.05	1.0	0.0
28.6137000000017	1.986400000001595	trials	90.0	1.0	0.05	1.0	0.0
32.43000000000029	1.9862999999968451	trials	270.0	1.0	0.05	1.0	0.0
36.24620000000141	1.986400000001595	trials	360.0	1.0	0.05	1.0	0.0
40.0625	1.9862999999968451	trials	270.0	1.0	0.05	1.0	0.0
43.87879999999859	1.986300000004121	trials	270.0	1.0	0.05	1.0	0.0
47.69499999999971	1.986400000001595	trials	135.0	1.0	0.05	1.0	0.0
51.5112999999983	1.9942000000010012	trials	90.0	1.0	0.05	1.0	0.0
55.32759999999689	1.9942000000010012	trials	180.0	1.0	0.05	1.0	0.0
59.14390000000276	1.9941999999937252	trials	90.0	1.0	0.05	1.0	0.0
62.96020000000135	1.9942000000010012	trials	45.0	1.0	0.05	1.0	0.0
66.77649999999994	1.9942000000010012	trials	315.0	1.0	0.05	1.0	0.0
70.59290000000328	1.9940999999962514	trials	360.0	1.0	0.05	1.0	0.0
74.40920000000187	1.9942000000010012	trials	270.0	1.0	0.05	1.0	0.0
78.22550000000047	1.9942000000010012	trials	360.0	1.0	0.05	1.0	0.0
82.04179999999906	1.9942000000010012	trials	315.0	1.0	0.05	1.0	0.0
85.8582000000024	1.9942000000010012	trials	135.0	1.0	0.05	1.0	0.0
89.67450000000099	1.9942000000010012	trials	135.0	1.0	0.05	1.0	0.0
93.49089999999705	1.9942000000010012	trials	315.0	1.0	0.05	1.0	0.0
97.30720000000292	1.9941999999937252	trials	360.0	1.0	0.05	1.0	0.0
101.12359999999899	1.9942000000010012	trials	225.0	1.0	0.05	1.0	0.0
104.94000000000233	1.9942000000010012	trials	180.0	1.0	0.05	1.0	0.0
108.75630000000092	1.9942000000010012	trials	360.0	1.0	0.05	1.0	0.0
