onset	duration	nwb_table	angle	cycles_per_second	cycles_per_degree	amplitude	movie_number
0.0	163.4368	epochs					
1.9925999999977648	1.9924000000028173	trials	315.0	1.0	0.05	1.0	0.0
5.993799999996554	1.992500000007567	trials	180.0	1.0	0.05	1.0	0.0
9.995100000000093	1.9924000000028173	trials	225.0	1.0	0.05	1.0	0.0
13.996400000003632	1.9923999999955413	trials	270.0	1.0	0.05	1.0	0.0
17.99760000000242	1.992499999993015	trials	225.0	1.0	0.05	1.0	0.0
21.998899999998685	1.9843000000037136	trials	225.0	1.0	0.05	1.0	0.0
26.000199999994948	1.9843000000037136	trials	180.0	1.0	0.05	1.0	0.0
30.001499999998487	1.9842999999964377	trials	90.0	1.0	0.05	1.0	0.0
34.0028999999995	1.984199999998964	trials	270.0	1.0	0.05	1.0	0.0
38.00419999999576	2.0007000000041444	trials	360.0	1.0	0.05	1.0	0.0
42.0054999999993	2.0007000000041444	trials	270.0	1.0	0.05	1.0	0.0
46.006900000000314	1.9923999999955413	trials	270.0	1.0	0.05	1.0	0.0
50.00819999999658	1.992500000007567	trials	135.0	1.0	0.05	1.0	0.0
54.009600000004866	1.9923999999955413	trials	90.0	1.0	0.05	1.0	0.0
58.01090000000113	1.992500000000291	trials	180.0	1.0	0.05	1.0	0.0
62.01230000000214	1.992499999993015	trials	90.0	1.0	0.05	1.0	0.0
66.01369999999588	1.9924000000028173	trials	45.0	1.0	0.05	1.0	0.0
70.01499999999942	1.9842999999964377	trials	315.0	1.0	0.05	1.0	0.0
74.01640000000043	1.9843000000037136	trials	360.0	1.0	0.05	1.0	0.0
78.01780000000144	1.9842999999964377	trials	270.0	1.0	0.05	1.0	0.0
82.01919999999518	2.0007000000041444	trials	360.0	1.0	0.05	1.0	0.0
86.02060000000347	2.0006999999968684	trials	315.0	1.0	0.05	1.0	0.0
90.0219999999972	2.0007000000041444	trials	135.0	1.0	0.05	1.0	0.0
94.02339999999822	1.992500000000291	trials	135.0	1.0	0.05	1.0	0.0
98.02479999999923	1.992500000000291	trials	315.0	1.0	0.05	1.0	0.0
102.02620000000024	1.992500000000291	trials	360.0	1.0	0.05	1.0	0.0
106.02760000000126	1.992500000000291	trials	225.0	1.0	0.05	1.0	0.0
110.028999999995	1.9926000000050408	trials	180.0	1.0	0.05	1.0	0.0
114.03050000000076	1.9843000000037136	trials	360.0	1.0	0.05	1.0	0.0
118.03190000000177	1.9842999999964377	trials	45.0	1.0	0.05	1.0	0.0
122.0332999999955	1.9843000000037136	trials	225.0	1.0	0.05	1.0	0.0
126.0347000000038	1.9844000000011874	trials	90.0	1.0	0.05	1.0	0.0
130.03620000000228	2.0006999999968684	trials	135.0	1.0	0.05	1.0	0.0
134.03759999999602	2.0007000000041444	trials	180.0	1.0	0.05	1.0	0.0
138.03910000000178	1.992500000000291	trials	45.0	1.0	0.05	1.0	0.0
142.0405000000028	1.992499999993015	trials	315.0	1.0	0.05	1.0	0.0
146.04189999999653	1.9926000000050408	trials	45.0	1.0	0.05	1.0	0.0
150.04339999999502	1.992500000007567	trials	135.0	1.0	0.05	1.0	0.0
154.0448000000033	1.9925999999977648	trials	90.0	1.0	0.05	1.0	0.0
158.0463000000018	1.9842999999964377	trials	45.0	1.0	0.05	1.0	0.0
1403.547	163.28063999999995	epochs					
1405.5396000000037	1.992499999993015	trials	135.0	1.0	0.05	1.0	1.0
1409.5409	1.992500000000291	trials	360.0	1.0	0.05	1.0	1.0
1413.542300000001	1.992500000000291	trials	90.0	1.0	0.05	1.0	1.0
1417.5436999999947	1.992500000007567	trials	315.0	1.0	0.05	1.0	1.0
1421.545100000003	1.992499999993015	trials	45.0	1.0	0.05	1.0	1.0
1425.5464999999967	1.9843000000037136	trials	360.0	1.0	0.05	1.0	1.0
1429.547900000005	1.9842999999964377	trials	180.0	1.0	0.05	1.0	1.0
1433.5492999999988	1.9842999999964377	trials	360.0	1.0	0.05	1.0	1.0
1437.5506999999998	2.0006999999968684	trials	180.0	1.0	0.05	1.0	1.0
1441.5521999999983	2.0006999999968684	trials	315.0	1.0	0.05	1.0	1.0
1445.5535999999993	1.992500000000291	trials	225.0	1.0	0.05	1.0	1.0
1449.5550000000003	1.992500000000291	trials	225.0	1.0	0.05	1.0	1.0
1453.5564000000013	1.992500000000291	trials	135.0	1.0	0.05	1.0	1.0
1457.557799999995	1.9926000000050408	trials	270.0	1.0	0.05	1.0	1.0
1461.5593000000008	1.992500000000291	trials	45.0	1.0	0.05	1.0	1.0
1465.5607000000018	1.992499999993015	trials	270.0	1.0	0.05	1.0	1.0
1469.5620999999956	1.9844000000011874	trials	225.0	1.0	0.05	1.0	1.0
1473.5636000000013	1.9843000000037136	trials	315.0	1.0	0.05	1.0	1.0
1477.5650000000023	1.9842999999964377	trials	315.0	1.0	0.05	1.0	1.0
1481.5665000000008	2.0007000000041444	trials	360.0	1.0	0.05	1.0	1.0
1485.5678999999946	2.0007000000041444	trials	45.0	1.0	0.05	1.0	1.0
1489.5693000000028	2.000799999994342	trials	315.0	1.0	0.05	1.0	1.0
1493.5708000000013	1.992500000000291	trials	135.0	1.0	0.05	1.0	1.0
1497.572199999995	1.9926000000050408	trials	180.0	1.0	0.05	1.0	1.0
1501.5737000000008	1.992500000000291	trials	135.0	1.0	0.05	1.0	1.0
1505.5751000000018	1.9925999999977648	trials	360.0	1.0	0.05	1.0	1.0
1509.5766000000003	1.992500000000291	trials	135.0	1.0	0.05	1.0	1.0
1513.5780999999988	1.9842999999964377	trials	90.0	1.0	0.05	1.0	1.0
1517.5794999999998	1.9844000000011874	trials	270.0	1.0	0.05	1.0	1.0
1521.5809999999983	1.9843000000037136	trials	180.0	1.0	0.05	1.0	1.0
1525.5823999999993	2.000800000001618	trials	90.0	1.0	0.05	1.0	1.0
1529.5838999999978	2.0007000000041444	trials	225.0	1.0	0.05	1.0	1.0
1533.5853999999963	2.0007000000041444	trials	225.0	1.0	0.05	1.0	1.0
1537.5868000000046	1.9925999999977648	trials	270.0	1.0	0.05	1.0	1.0
1541.588300000003	1.992499999993015	trials	45.0	1.0	0.05	1.0	1.0
1545.5898000000016	1.992499999993015	trials	270.0	1.0	0.05	1.0	1.0
1549.5911999999953	1.9926000000050408	trials	45.0	1.0	0.05	1.0	1.0
1553.592700000001	1.992500000000291	trials	180.0	1.0	0.05	1.0	1.0
1557.5941999999995	1.9843000000037136	trials	90.0	1.0	0.05	1.0	1.0
1561.5957000000053	1.9842999999964377	trials	90.0	1.0	0.05	1.0	1.0
1782.862	166.4780800000001	epochs					
1784.8545999999988	2.0006999999968684	trials	270.0	1.0	0.05	1.0	2.0
1788.8559999999998	1.9842999999964377	trials	45.0	1.0	0.05	1.0	2.0
1792.8574000000008	2.0006999999968684	trials	315.0	1.0	0.05	1.0	2.0
1796.8588000000018	2.000799999994342	trials	225.0	1.0	0.05	1.0	2.0
1800.8603000000003	1.992500000000291	trials	360.0	1.0	0.05	1.0	2.0
1804.8617000000013	1.992500000000291	trials	315.0	1.0	0.05	1.0	2.0
1808.8631000000023	1.992499999993015	trials	90.0	1.0	0.05	1.0	2.0
1812.864499999996	1.9926000000050408	trials	360.0	1.0	0.05	1.0	2.0
1816.8660000000018	1.992500000000291	trials	270.0	1.0	0.05	1.0	2.0
1820.8674000000028	1.992499999993015	trials	360.0	1.0	0.05	1.0	2.0
1824.8687999999966	1.9844000000011874	trials	135.0	1.0	0.05	1.0	2.0
1828.870299999995	1.9843000000037136	trials	180.0	1.0	0.05	1.0	2.0
1832.8717000000033	1.9844000000011874	trials	225.0	1.0	0.05	1.0	2.0
1836.8732000000018	2.0006999999968684	trials	180.0	1.0	0.05	1.0	2.0
1840.8745999999956	2.000800000008894	trials	180.0	1.0	0.05	1.0	2.0
1844.8761000000013	1.992500000000291	trials	180.0	1.0	0.05	1.0	2.0
1848.8775000000023	1.9925999999977648	trials	315.0	1.0	0.05	1.0	2.0
1852.8790000000008	1.992500000000291	trials	135.0	1.0	0.05	1.0	2.0
1856.8803999999946	1.9926000000050408	trials	135.0	1.0	0.05	1.0	2.0
1860.8819000000003	1.992500000000291	trials	360.0	1.0	0.05	1.0	2.0
1864.8833999999988	1.992500000000291	trials	45.0	1.0	0.05	1.0	2.0
1868.8847999999998	1.9844000000011874	trials	90.0	1.0	0.05	1.0	2.0
1872.8862999999983	1.9842999999964377	trials	270.0	1.0	0.05	1.0	2.0
1876.8877999999968	1.9843000000037136	trials	315.0	1.0	0.05	1.0	2.0
